run_id,utc_timestamp,condition,persona,model_alias,model_name,stop_reason,tokens_input,tokens_output,elapsed_seconds,temperature,top_p,seed,reasoning_effort,max_tokens,endpoint,deployment,api_version,biography_sha256,n_vignettes_rendered,prompt_system_sha256,prompt_user_sha256,response_sha256,scoreable_tctm
kasia-gpt54f-20260531T145506,2026-05-31T14:55:06Z,persona,kasia,gpt54f,gpt-5.4,stop,17245,2563,30.6,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,afbea6d9652724f04452f43c4f537d56d29601327556372f733ac1a0c7a6fbc6,True
kasia-gpt54mini-20260416T002615,2026-04-16T00:26:15Z,persona,kasia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,16928,765,4.81,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,6edfa0ea11167ca10e513796c90e44500865ab8f7008fc7b49df6e7814416730,True
kasia-gpt54mini-20260416T005004,2026-04-16T00:50:04Z,persona,kasia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,16928,767,3.88,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,0b150ccfa04b1a078ecf730b5257be7f00b7f7e29cb99dbbb3d74b75f563e19d,True
kasia-gpt54mini-20260531T130819,2026-05-31T13:08:19Z,persona,kasia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,17245,3624,18.28,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.4-mini,2024-10-21,8854c427200332be9fc333c1f8b37cce8a472911d2539a761b9a3f8a38237e30,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,4e7585c378a9395179d7cde0b9db9881e6f9e435c77fac0bbf542be4e96a8f22,True
kasia-gpt54mini-20260531T140953,2026-05-31T14:09:53Z,persona,kasia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,17245,4384,21.76,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.4-mini,2024-10-21,8854c427200332be9fc333c1f8b37cce8a472911d2539a761b9a3f8a38237e30,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,238edd56f9783e0808e6cb77755f38553d98541e953548ab55bc99baaba6dd2e,True
kasia-gpt55-20260511T191323,2026-05-11T19:13:23Z,persona,kasia,gpt55,gpt-5.5-2026-04-24,stop,16928,2757,32.47,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,390dc561cd7f13321b08dc820cf892333ecc63cb2829ab9608fd8d2dfcb20e36,True
kasia-gpt55-20260511T192946,2026-05-11T19:29:46Z,persona,kasia,gpt55,gpt-5.5-2026-04-24,stop,16928,2420,32.82,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,e3882a336b0cb7f7a5766668ce6d46ffeb9ff4776b92bb16acfdc6ca9b8624a5,True
kasia-gpt55-20260531T132154,2026-05-31T13:21:54Z,persona,kasia,gpt55,gpt-5.5-2026-04-24,stop,17245,2762,27.61,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.5,2024-10-21,8854c427200332be9fc333c1f8b37cce8a472911d2539a761b9a3f8a38237e30,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,96fc074f54158f2a746fb9f77a15159add40909f4bf443a4cf21129e8cc75ef2,True
kasia-gpt55-20260531T142227,2026-05-31T14:22:27Z,persona,kasia,gpt55,gpt-5.5-2026-04-24,stop,17245,2255,25.65,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.5,2024-10-21,8854c427200332be9fc333c1f8b37cce8a472911d2539a761b9a3f8a38237e30,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,2736fadf5af980831725ba819dea18923629ce2b9771e2b6a3077fd82ca3c1b5,True
kasia-gpt55full57-20260511T202752,2026-05-11T20:27:52Z,persona,kasia,gpt55full57,gpt-5.5-2026-04-24,stop,31352,2413,25.33,,,,,,,,,,57,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,9bbbbc99761746587f5ab41eba15eafd2feb4874de20f9d1e6fa036262f3d792,45541a3b6fd66c946835e159848817d06a998c07622201aa1d6cdce9cce49026,True
kasia-gpt55full57-20260611T010326,2026-06-11T01:03:26Z,persona,kasia,gpt55full57,gpt-5.5-2026-04-24,stop,31777,2582,30.86,,,,,,,,,,57,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,83f4aa2a57c095cb0a09d93fbbca3abd3fb323857db8377c8ec102b7703f25d2,6940a7bfd0335ecc5dbbd56bf86fd9888beaccec0030ab2eb3936b5f7540fcbd,True
kasia-grok4-20260416T005935,2026-04-16T00:59:35Z,persona,kasia,grok4,grok-4.20-beta-0309-reasoning,stop,15053,1261,26.66,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,db9319a5a42afc7884f14f1bbdd3107a6b6690674ae19c1acc0c80f4c9f9d8b0,True
kasia-grok4-20260416T011257,2026-04-16T01:12:57Z,persona,kasia,grok4,grok-4.20-beta-0309-reasoning,stop,15053,1245,22.2,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,26e1df3288fa5a82282fbea3b4d6ea4cc6e6f6117ac29d8457846ef1f7058f01,True
kasia-grok4-20260531T133557,2026-05-31T13:35:57Z,persona,kasia,grok4,grok-4.20-beta-0309-reasoning,stop,15350,1272,20.84,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,fcfbe08a744d9c239151ce4dd51c4387beb614c37cbbb1c1751f55d00d8ad947,True
kasia-grok4-20260531T143713,2026-05-31T14:37:13Z,persona,kasia,grok4,grok-4.20-beta-0309-reasoning,stop,15350,1250,31.73,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,93cccc62758ba5f015929d4ffdd5b99dc7116a95a9721b08c6586c8813c67433,True
kasia-opus-20260415T232700,2026-04-15T23:27:00Z,persona,kasia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,20229,1605,21.54,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,b590f1d2292a40567aa1711500fd430c63d4c70662cc42de08f598797f14e691,True
kasia-opus-20260511T225605,2026-05-11T22:56:05Z,persona,kasia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,20229,1507,18.31,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,f08110011c12ae1efcac4bcfa4f75a67a90f321f8420eb0e2fc14648e8ee63c5,True
kasia-opus-20260610T231552,2026-06-10T23:15:52Z,persona,kasia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,20605,1491,17.32,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,38cf49981b5ae21e4de33dee3d75a119bcd01450cfd4689d886d056215643d88,True
kasia-opus-20260610T234806,2026-06-10T23:48:06Z,persona,kasia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,20605,1489,17.05,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,0e629d7aec210c88f107ad7197558044ca17c4f54da0e568b5257324ccd66e40,True
kasia-sonnet-20260412T041534,2026-04-12T04:15:34Z,persona,kasia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,37297,2188,23.69,,,,,,,,,,57,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,9bbbbc99761746587f5ab41eba15eafd2feb4874de20f9d1e6fa036262f3d792,1811361a943324840d1cfe603fe203a2cc2e61a6a7b5abfa333cd332716cc6a1,True
kasia-sonnet-20260412T173621,2026-04-12T17:36:21Z,persona,kasia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,20229,1703,21.99,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,bf789b179fa564884ce6bcaa5fac792ab4553046424cd87a02db441bc0802bf4,True
kasia-sonnet-20260415T232634,2026-04-15T23:26:34Z,persona,kasia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,20229,1605,19.35,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,a29da1ceea486961c0293d079ae60cb5506a8401bf7ea8a1a0cb57c127feef57,True
kasia-sonnet-20260610T232626,2026-06-10T23:26:26Z,persona,kasia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,20605,1733,23.03,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,88d37242905d5c593498ab38b65634938905e0ead575f4b8cce7c1ec8dfe32b5,True
kasia-sonnet-20260611T001405,2026-06-11T00:14:05Z,persona,kasia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,20605,1755,23.24,,,,,,,,,,22,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,20fd946f6671bd9c57a49ad291cb2e9eb4dfb50112af6df42b6724016335c548,True
kasia-sonnet-20260611T004837,2026-06-11T00:48:37Z,persona,kasia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,37813,2154,23.33,,,,,,,,,,57,6928883e14cf31c36ce3469b4149021639b1e959cf751a6d7d6bef80625f3ba2,83f4aa2a57c095cb0a09d93fbbca3abd3fb323857db8377c8ec102b7703f25d2,00250e6a4ad59727ad15427754db254424365bd69a48ac16095695328269bb31,True
klaudia-gemini3f-20260416T031432,2026-04-16T03:14:32Z,persona,klaudia,gemini3f,gemini-3-flash-preview,stop,18061,1322,19.55,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,d51cc36e01bb2c1dc889cd11ad8dbdd26a9d60ea96f08e3457d480f33a4d8c88,True
klaudia-gemini3f-20260416T031953,2026-04-16T03:19:53Z,persona,klaudia,gemini3f,gemini-3-flash-preview,stop,18061,1322,22.61,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,028901dce8573a0a3b6de7accb9720c9428f34271fd6ad5a7d74d0416256021e,True
klaudia-gemini3f-20260610T230553,2026-06-10T23:05:53Z,persona,klaudia,gemini3f,gemini-3-flash-preview,stop,18389,1337,17.23,,,,,,,,,4bcce4a7d321ed8845fea34dd44cdcfbd14df1a5f3372c7bbb17aa68f502e802,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,a39a1acc6d7af8308fb6eb34b66a241cf9c3b8ffbd8c51ddf8646845c16d9810,True
klaudia-gemini3f-20260610T233759,2026-06-10T23:37:59Z,persona,klaudia,gemini3f,gemini-3-flash-preview,stop,18389,1346,21.06,,,,,,,,,4bcce4a7d321ed8845fea34dd44cdcfbd14df1a5f3372c7bbb17aa68f502e802,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,a86388c6c03a821470ac6f7bf7e4d87de7c60c718bacab80cbe29ab5824d0353,True
klaudia-gpt54f-20260528T055029,2026-05-28T05:50:29Z,persona,klaudia,gpt54f,gpt-5.4,stop,18442,812,9.06,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,e0874080eb6e8253e4bc1f68fbf279253e2a34cd35bcac26d0d79a37f849a376,True
klaudia-gpt54f-20260528T055834,2026-05-28T05:58:34Z,persona,klaudia,gpt54f,gpt-5.4,stop,18442,762,8.39,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,63c46cb7e69ff96cd01416baaac1ada4b4266d93d785aad970128942173ec7ac,True
klaudia-gpt54f-20260531T135337,2026-05-31T13:53:37Z,persona,klaudia,gpt54f,gpt-5.4,stop,18759,3445,39.76,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,280609985534577aa059bbcb46012709b971659e419ef49591c9b516556e79b1,True
klaudia-gpt54f-20260531T145539,2026-05-31T14:55:39Z,persona,klaudia,gpt54f,gpt-5.4,stop,18759,3207,36.96,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,b05a4637c0c5619d8d2b9ce3c74b93e931a698510ab90c57d443fa0a5beb34ae,True
klaudia-gpt54mini-20260416T002957,2026-04-16T00:29:57Z,persona,klaudia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18442,1158,5.81,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,ede1494196f29ba00a67f2bda18e43508e644cfd1ee80672dc281cb56e3e7a13,True
klaudia-gpt54mini-20260416T005642,2026-04-16T00:56:42Z,persona,klaudia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18442,788,3.87,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,4ccdfba48ef402342cb75d67cb674a5195949aff0df06521611964a13570b8ec,True
klaudia-gpt54mini-20260531T130839,2026-05-31T13:08:39Z,persona,klaudia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18759,3182,14.13,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.4-mini,2024-10-21,4bcce4a7d321ed8845fea34dd44cdcfbd14df1a5f3372c7bbb17aa68f502e802,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,05e1cfe5aaf124873646a74ce5df335839a1c2a48002a27836413067d6e771cf,True
klaudia-gpt54mini-20260531T141016,2026-05-31T14:10:16Z,persona,klaudia,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18759,2828,12.08,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.4-mini,2024-10-21,4bcce4a7d321ed8845fea34dd44cdcfbd14df1a5f3372c7bbb17aa68f502e802,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,5f36bce100c760d85496191828d5d0c1bf615adc9cdb9adef973664d977dee8b,True
klaudia-gpt55-20260511T192533,2026-05-11T19:25:33Z,persona,klaudia,gpt55,gpt-5.5-2026-04-24,stop,18442,2273,25.77,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,567023dd5538a040bf79a124cd2a8b8ce56bdbbc6cae4ebff63a90734df99e8f,True
klaudia-gpt55-20260511T194124,2026-05-11T19:41:24Z,persona,klaudia,gpt55,gpt-5.5-2026-04-24,stop,18442,2968,31.74,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,6ebdf548efae8552824ac942396bf47ed2f5b15982d391d8c4aa250e72e6ada8,True
klaudia-gpt55-20260531T132223,2026-05-31T13:22:23Z,persona,klaudia,gpt55,gpt-5.5-2026-04-24,stop,18759,2292,28.61,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.5,2024-10-21,4bcce4a7d321ed8845fea34dd44cdcfbd14df1a5f3372c7bbb17aa68f502e802,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,9cf00455dd477f6a24c8474c8ec94cb1874151cfa64e2bdfedc3a973b862d2ff,True
klaudia-gpt55-20260531T142254,2026-05-31T14:22:54Z,persona,klaudia,gpt55,gpt-5.5-2026-04-24,stop,18759,1872,22.07,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.5,2024-10-21,4bcce4a7d321ed8845fea34dd44cdcfbd14df1a5f3372c7bbb17aa68f502e802,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,89d81418030980111b6979dc9ae34c707f2ef5ac6fdf84d9fd25a5cac70e0ba6,True
klaudia-gpt55full57-20260511T204041,2026-05-11T20:40:41Z,persona,klaudia,gpt55full57,gpt-5.5-2026-04-24,stop,32866,2701,29.95,,,,,,,,,,57,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,9bbbbc99761746587f5ab41eba15eafd2feb4874de20f9d1e6fa036262f3d792,cae4ff388860bc7266461ae6ce6c8d286b1c64dff35c100857cca8e908cd7ae0,True
klaudia-gpt55full57-20260611T010359,2026-06-11T01:03:59Z,persona,klaudia,gpt55full57,gpt-5.5-2026-04-24,stop,33291,2651,34.55,,,,,,,,,,57,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,83f4aa2a57c095cb0a09d93fbbca3abd3fb323857db8377c8ec102b7703f25d2,025774a29bd1fe5c063d03dd2a96d3fb312bf9acf117dfd0aab723b11730b1de,True
klaudia-grok4-20260416T010954,2026-04-16T01:09:54Z,persona,klaudia,grok4,grok-4.20-beta-0309-reasoning,stop,16430,1260,26.94,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,3db4bc31ac78ce6e3d947e9cdef0bff5cbbf0b85cc91ef59df8e770018e4b85f,True
klaudia-grok4-20260416T012151,2026-04-16T01:21:51Z,persona,klaudia,grok4,grok-4.20-beta-0309-reasoning,stop,16430,1268,20.5,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,979979abc22789bf24b04add81945c1d45b763b937cddbe36de806557bee766a,True
klaudia-grok4-20260531T133620,2026-05-31T13:36:20Z,persona,klaudia,grok4,grok-4.20-beta-0309-reasoning,stop,16727,1269,20.14,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,86b21074c6d23e22879f006c96bbac1983cae55a2ff02398aa5baefd19e72ff5,True
klaudia-grok4-20260531T143747,2026-05-31T14:37:47Z,persona,klaudia,grok4,grok-4.20-beta-0309-reasoning,stop,16727,1323,39.06,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,abf3fbabcd9ee8a66f576417d8105882e1af64b8de93f1cd21503c82da29f0f6,True
klaudia-opus-20260412T174817,2026-04-12T17:48:17Z,persona,klaudia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,22052,1560,18.82,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,485e3f0cfc4197f3355730964d08df04a70955231bf230c54a2e53219f83216a,True
klaudia-opus-20260415T233431,2026-04-15T23:34:31Z,persona,klaudia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,22052,1632,23.45,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,f4626934eeaa8a83d318fbddf6524dd0ce888de710505158584e27eee71db894,True
klaudia-opus-20260610T231611,2026-06-10T23:16:11Z,persona,klaudia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,22428,1480,16.81,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,37da63e1243baff09057e3152ec278bdfa69322c6c421282d3c4874e29b7f765,True
klaudia-opus-20260610T234825,2026-06-10T23:48:25Z,persona,klaudia,opus,eu.anthropic.claude-opus-4-6-v1,end_turn,22428,1508,17.47,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,f8df1e84f11df4e39a8351fa751a4699ff46bf494aa112931ca81a70007b7976,True
klaudia-sonnet-20260412T020220,2026-04-12T02:02:20Z,persona,klaudia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,22052,1628,20.57,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,c15afd0e421fbf07f5d6c5f256f8238e01e8e4c4d8ca01a34acb0c356612355b,True
klaudia-sonnet-20260412T043142,2026-04-12T04:31:42Z,persona,klaudia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,39120,2080,21.39,,,,,,,,,,57,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,9bbbbc99761746587f5ab41eba15eafd2feb4874de20f9d1e6fa036262f3d792,ef2c5b69952728fa3e9c2a3d9bd40cfbe746f1dfa1f1237111d1caca7fa7b364,True
klaudia-sonnet-20260415T233424,2026-04-15T23:34:24Z,persona,klaudia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,22052,1637,19.55,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,719b1bf47d2c540ffe779d95e99a911d1b3516ecdbdfbe562cc856c33652d8c0,True
klaudia-sonnet-20260610T225531,2026-06-10T22:55:31Z,persona,klaudia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,22428,1749,24.27,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,a67911755d307c753ff74babffcdd781ce36a9e2a9bfc357039e1b924171068d,True
klaudia-sonnet-20260610T232651,2026-06-10T23:26:51Z,persona,klaudia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,22428,1620,19.83,,,,,,,,,,22,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,cca7988e96eb5163d1012c311e3ef9f96f104bacae006bd0b6872d544aa3dbdc,True
klaudia-sonnet-20260611T004902,2026-06-11T00:49:02Z,persona,klaudia,sonnet,eu.anthropic.claude-sonnet-4-6,end_turn,39636,2077,21.12,,,,,,,,,,57,8f2e5b2452268c922764b8b2a99f3ac597739a9e531ff4ff0592b6a0fad5efef,83f4aa2a57c095cb0a09d93fbbca3abd3fb323857db8377c8ec102b7703f25d2,de3239689ff808e9fcb065798c171e89e0d23507ca4c83c8102c67ec035af592,True
kuba-gemini3f-20260416T024146,2026-04-16T02:41:46Z,persona,kuba,gemini3f,gemini-3-flash-preview,stop,17235,1309,23.19,,,,,,,,,,22,af0e8a7059432c13b5ddf54409d5e69a85d7485e83899affa22d37a2fcd57aeb,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,57231267d79f6447f5f30aceb0cc3bc85e4998921c73e8bd7a4dd5b684b960fe,True
kuba-gemini3f-20260416T032354,2026-04-16T03:23:54Z,persona,kuba,gemini3f,gemini-3-flash-preview,stop,17235,1380,16.6,,,,,,,,,,22,af0e8a7059432c13b5ddf54409d5e69a85d7485e83899affa22d37a2fcd57aeb,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,972595e55bafb437a4cb060e069f75dd071418219cd07882f9e93132f95e8672,True
